# x, y, omega
# 
798.720592 433.989331 -0.018276
800.758645 437.822038 -0.019565
802.418377 441.909670 -0.020541
802.823016 446.231937 -0.021455
803.006287 450.695440 -0.022134
801.889988 455.201134 -0.022776
800.819110 459.211927 -0.023091
798.696330 463.392044 -0.023301
796.362706 467.184135 -0.023295
793.824682 470.613381 -0.023122
789.643010 472.922365 -0.022686
786.149731 475.024080 -0.022119
781.797394 476.166450 -0.021232
777.202896 477.229920 -0.020125
773.048299 477.428095 -0.018839
768.726964 475.649476 -0.017430
764.864022 474.341231 -0.015916
761.195395 472.073328 -0.014100
758.819648 468.327853 -0.012819
755.604469 465.096196 -0.011053
753.131068 461.440641 -0.009352
751.291510 457.509483 -0.007771
749.964934 453.408024 -0.006341
749.091961 449.349341 -0.005421
748.378604 444.861090 -0.004730
747.064867 440.714590 -0.003760
745.552883 436.406687 -0.002690
744.096963 432.064049 -0.001683
742.613528 427.718217 -0.000731
741.022529 423.397772 0.000185
739.245309 419.132103 0.001084
737.201769 414.955256 0.001990
735.174169 411.478052 0.002793
732.831037 408.132655 0.003641
730.528994 403.749413 0.004550
728.247308 399.823271 0.005508
725.017246 396.721044 0.006688
721.393658 394.335523 0.007978
717.400831 392.718994 0.009385
713.300529 391.882069 0.010721
709.202264 391.086722 0.012206
705.017726 391.489969 0.013822
700.959137 392.760633 0.015275
696.433579 394.761372 0.016849
692.872438 396.754725 0.018206
689.510719 399.322808 0.019639
685.907200 402.868472 0.021136
683.136905 405.975706 0.022301
680.351569 409.504098 0.023502
677.463789 414.084197 0.025149
675.236510 418.594498 0.026398
673.167630 423.537048 0.027650
671.596725 428.486475 0.028899
670.418686 434.347767 0.030122
669.841118 438.447168 0.030911
669.453843 442.688290 0.031675
669.277019 447.058026 0.032409
669.721905 451.088436 0.033106
670.258671 455.687752 0.033755
671.061407 460.321389 0.034349
672.139490 464.963113 0.034882
673.765125 469.063309 0.035350
675.636311 473.683788 0.035741
677.794849 478.187115 0.036048
680.229953 482.541528 0.036265
682.926182 486.716693 0.036390
686.209886 490.150209 0.036417
689.596067 493.918735 0.036338
693.175723 497.394081 0.036152
696.913203 500.558151 0.035858
700.959167 502.799993 0.035458
705.130082 505.367279 0.034950
709.349935 507.565508 0.034333
713.575421 509.398675 0.033614
717.765159 510.876683 0.032797
722.146642 511.438057 0.031890
726.398324 512.307770 0.030893
730.515877 512.847878 0.029815
736.375807 513.100418 0.028067
741.878157 512.156511 0.026191
747.182176 511.320121 0.024212
751.946586 510.057935 0.022154
756.156108 508.476056 0.020052
759.815617 506.670678 0.017936
763.031008 503.531589 0.015833
766.956824 500.810070 0.013073
770.095120 498.041159 0.010396
773.061427 494.671894 0.007226
775.481956 490.928480 0.003745
777.140532 487.100332 0.000186
778.079373 483.061369 -0.003583
778.297260 479.035268 -0.007336
777.822886 474.685514 -0.009933
775.533639 471.245124 -0.012265
772.620240 468.344167 -0.012787
769.838407 465.286733 -0.012543
767.496885 462.025809 -0.012068
765.692178 458.257224 -0.011136
764.370839 454.442994 -0.010516
763.531688 450.352347 -0.009643
762.788071 446.306637 -0.009167
762.403856 442.263906 -0.008573
762.728445 438.223412 -0.008351
762.819514 434.148224 -0.008213
764.309315 430.204051 -0.008357
765.108643 426.166516 -0.008729
767.701685 422.874426 -0.009518
770.396674 419.758372 -0.010690
774.289388 418.212598 -0.012173
778.546963 418.153228 -0.014119
782.730182 418.890033 -0.016077
786.395960 420.890120 -0.017780
789.861911 423.605698 -0.019672
792.928640 426.882517 -0.021267
795.297035 430.635422 -0.022914
797.207292 434.207218 -0.024344
798.462866 438.516612 -0.025529
799.386230 442.424267 -0.026458
799.561321 447.174640 -0.027470
799.472134 451.631769 -0.028181
798.498560 455.852059 -0.028745
797.250339 460.415677 -0.029121
795.205054 464.464198 -0.029294
792.803157 468.651014 -0.029225
789.810629 472.032923 -0.028918
786.485871 475.390455 -0.028350
782.877166 477.718659 -0.027541
779.028762 479.966853 -0.026491
774.543855 481.313977 -0.024961
769.914715 482.200414 -0.023185
765.907612 482.246879 -0.021228
761.981966 480.633291 -0.019174
757.875242 478.873358 -0.016381
755.093959 475.827019 -0.014029
752.101435 472.592630 -0.011197
750.341290 468.914244 -0.008688
749.390263 464.563562 -0.006580
748.956635 460.365571 -0.005583
748.305737 456.221142 -0.004358
747.623703 451.967540 -0.003018
747.183780 447.639140 -0.001921
746.864424 443.248111 -0.001037
746.659805 438.911331 -0.000329
746.583170 434.712266 0.000226
746.782868 430.513772 0.000676
747.174157 426.424666 0.000958
747.735310 422.274517 0.001090
748.024466 417.954369 0.001126
748.395368 413.587980 0.001108
748.824257 409.192535 0.001030
749.201608 404.803678 0.000911
749.574311 400.748484 0.000756
752.263538 397.636001 -0.000046
755.346675 395.018558 -0.001222
758.969039 393.135683 -0.002456
763.039055 392.038958 -0.003673
767.219097 391.590355 -0.004868
771.556376 391.754151 -0.006217
775.427436 390.663784 -0.007609
779.232723 389.016998 -0.009017
783.301523 388.322560 -0.010319
787.681819 388.355523 -0.011650
792.226874 388.542808 -0.013203
796.487704 390.133897 -0.014690
800.492862 392.072658 -0.016051
803.976179 394.112440 -0.017232
808.130490 397.058196 -0.018829
811.492311 400.365860 -0.020180
814.957072 404.255657 -0.021593
817.579076 407.596076 -0.022692
819.789950 410.950308 -0.023823
821.922616 415.125701 -0.024967
823.929535 419.668530 -0.026114
825.756696 424.585831 -0.027259
826.945470 429.458857 -0.028392
827.851627 435.136313 -0.029488
828.389179 441.077761 -0.030532
828.515967 445.166607 -0.031192
827.933099 450.987047 -0.032116
827.282178 455.279349 -0.032675
826.395454 459.575173 -0.033181
825.268180 463.851455 -0.033629
823.636144 467.549662 -0.034014
821.787559 471.761762 -0.034329
819.697156 475.843386 -0.034566
817.377495 479.768765 -0.034722
814.844738 483.513858 -0.034794
811.763754 486.514841 -0.034779
808.624574 489.873408 -0.034670
805.334743 492.956720 -0.034467
801.925923 495.751992 -0.034169
798.229655 497.646926 -0.033780
794.416240 499.818837 -0.033297
790.587769 501.653677 -0.032720
786.780612 503.157926 -0.032055
781.183965 504.819904 -0.030906
775.395788 505.175392 -0.029591
769.943722 505.482666 -0.028123
764.888260 505.205499 -0.026530
760.174571 503.820153 -0.024844
755.742838 502.153653 -0.023087
751.743481 500.732916 -0.021278
747.159467 498.410962 -0.018832
743.402652 495.760631 -0.016400
740.988736 492.514767 -0.014613
738.110451 489.190248 -0.012299
735.212388 485.678807 -0.009543
733.078243 482.195844 -0.006979
731.300108 478.164184 -0.004194
729.987327 473.742635 -0.001363
729.174069 469.646062 0.001031
728.516323 465.341234 0.003290
727.773779 460.937326 0.005333
726.747288 456.978492 0.006990
725.413804 453.002719 0.008401
724.980914 448.881304 0.009485
724.145981 444.903939 0.010996
723.255952 440.861378 0.012200
721.171104 437.052260 0.013673
717.673717 434.783690 0.015468
713.839096 436.119359 0.017397
711.725688 439.556443 0.018849
710.577312 443.535149 0.020227
710.423138 447.576579 0.021215
710.839557 451.862118 0.021801
712.566168 455.817596 0.022116
715.269977 459.406678 0.022066
717.911921 462.448404 0.021682
721.706603 464.253216 0.020894
725.889193 465.532514 0.019600
729.956429 465.823153 0.018115
733.930416 463.933787 0.016247
737.646412 461.542646 0.014239
740.100042 457.630974 0.012447
742.211677 454.028729 0.010924
743.826681 450.028376 0.009319
744.706783 445.726708 0.007915
745.195594 441.072555 0.006990
745.866169 436.918874 0.006179
746.493080 432.967880 0.005348
746.882808 428.903103 0.004627
747.080923 424.753271 0.004023
747.121095 420.538531 0.003532
747.024777 416.273128 0.003149
746.801538 411.967488 0.002868
746.449458 407.629814 0.002684
745.955191 403.267368 0.002593
745.714043 399.056292 0.002581
745.582971 394.869072 0.002587
745.271807 390.721009 0.002622
744.797931 386.478383 0.002723
743.507688 382.473585 0.002978
741.287225 378.780608 0.003484
738.416627 375.614294 0.004264
734.715759 373.075408 0.005312
730.719836 371.449421 0.006478
726.593177 369.952596 0.007798
722.030723 369.091947 0.009413
717.234897 369.314386 0.011053
712.518363 370.033299 0.012642
708.233802 371.071209 0.014084
703.472067 372.632956 0.015699
698.753609 374.385768 0.017494
694.838792 376.557292 0.018955
690.680901 379.205856 0.020519
686.308920 382.405094 0.022191
681.766768 386.234925 0.023974
677.532712 390.523475 0.025863
674.628453 393.985866 0.027171
671.746630 397.799260 0.028515
668.922698 401.983373 0.029892
666.197420 406.555393 0.031298
663.950485 411.224041 0.032725
661.767595 416.609717 0.034160
659.838472 422.374111 0.035593
658.220483 428.508570 0.037014
657.220448 434.626167 0.038410
656.626846 441.398569 0.039765
656.517026 448.417506 0.041058
656.941924 455.631564 0.042274
658.072456 462.975600 0.043397
659.941688 470.343960 0.044401
662.440957 477.647139 0.045266
665.590516 484.823116 0.045978
667.536507 488.333590 0.046270
669.636200 491.759241 0.046516
671.884379 495.088890 0.046713
674.274748 498.311785 0.046860
676.799968 501.417719 0.046955
682.421734 506.728802 0.046987
685.399135 509.416340 0.046921
691.626897 514.302782 0.046617
698.134063 518.504665 0.046085
704.965721 521.458634 0.045328
711.897269 524.293336 0.044350
718.798323 526.397611 0.043157
725.565482 527.806432 0.041764
732.310279 528.053865 0.040189
738.746509 528.280511 0.038445
744.819809 527.965365 0.036555
750.477059 527.187861 0.034541
755.729850 525.482322 0.032427
760.672557 524.088129 0.030234
765.140146 522.442758 0.027981
769.131865 520.619103 0.025690
772.657073 518.682915 0.023382
777.109567 515.691243 0.019931
780.739914 511.763412 0.016539
783.768570 509.043794 0.013241
786.702371 505.744802 0.009049
788.898495 502.303610 0.004228
789.826932 498.146980 -0.003080
786.264424 495.729195 -0.011241
782.127286 494.158137 -0.013717
777.810195 494.114553 -0.015045
773.431798 492.864428 -0.015464
769.437243 491.780960 -0.015228
765.292550 490.609813 -0.014417
762.175373 488.085776 -0.013400
758.565683 486.108005 -0.011988
755.355316 483.117729 -0.010035
753.325322 478.913453 -0.008150
751.661237 474.917748 -0.006596
750.439248 471.009090 -0.004905
749.714161 466.753938 -0.003414
749.521026 462.513870 -0.002284
749.632799 458.176606 -0.001498
749.819978 454.036460 -0.001017
750.116222 449.921299 -0.000719
750.477096 445.829284 -0.000569
750.884933 441.759578 -0.000534
751.130981 437.526962 -0.000735
750.466596 433.273623 -0.000673
749.555553 429.223551 -0.000501
748.645592 425.208818 -0.000227
747.682587 421.237391 0.000129
746.603113 417.320513 0.000559
745.332390 413.474136 0.001072
742.180774 410.842422 0.002614
738.140258 410.456066 0.004230
734.094285 410.758099 0.005715
730.002992 411.646568 0.007175
726.730000 408.881173 0.008696
722.839450 407.341994 0.010144
718.379895 406.628433 0.011701
714.349477 406.181708 0.013329
710.309183 407.252696 0.014915
706.345637 408.903246 0.016423
702.579369 410.666991 0.018082
699.322327 413.404212 0.019550
695.902683 416.838244 0.021094
692.934544 420.300941 0.022711
690.686594 424.218384 0.024028
688.542755 428.655664 0.025350
686.892260 433.329828 0.026669
685.965243 437.505286 0.027634
685.273310 441.912894 0.028562
684.857210 446.533684 0.029445
685.199579 450.948207 0.030266
685.792518 455.913321 0.031000
686.768701 460.913931 0.031635
688.464542 465.456011 0.032156
690.572459 470.401164 0.032540
693.077472 475.140898 0.032773
696.138829 479.114028 0.032848
699.665421 483.335442 0.032751
703.472158 487.123287 0.032470
707.486129 490.443763 0.032009
712.028922 492.722145 0.031369
716.578611 494.965732 0.030547
721.083537 496.661664 0.029557
725.714879 497.293128 0.028416
730.267326 497.935313 0.027132
734.558730 498.093043 0.025724
739.789604 497.659331 0.023699
743.574424 495.849935 0.022099
748.134114 494.400915 0.019885
752.022984 492.542465 0.017626
755.971478 489.847467 0.014818
758.588369 485.977430 0.012631
761.548033 482.965114 0.009999
764.202132 479.314473 0.007033
766.088979 475.760826 0.004329
767.602226 471.838934 0.001539
768.775865 467.707396 -0.001177
769.791454 463.516129 -0.003693
770.950155 459.415979 -0.005953
772.627296 455.609964 -0.007994
773.310536 451.567809 -0.009277
775.338576 448.046401 -0.011520
777.110733 444.345892 -0.013649
781.193614 443.564213 -0.016341
784.062396 446.614495 -0.018651
784.874405 450.681671 -0.019726
783.460858 454.740955 -0.020539
780.930803 458.078768 -0.020698
777.381302 460.577987 -0.020251
773.805450 462.591965 -0.019296
769.612963 463.137586 -0.017896
765.425877 462.003485 -0.015996
